train_loss,val_loss,val_f1,val_acc
3.3435601525557668,2.909577749580737,0.17163624290854715,0.23973509933774834
2.806628962566978,2.429609600913446,0.2753918669021379,0.3165562913907285
2.4697656094400506,2.015212022231904,0.4152006603155269,0.4781456953642384
2.2835288886020058,1.8650780200958252,0.4246912530384286,0.47019867549668876
2.104022165599622,1.8619267435263325,0.42127084168503326,0.4463576158940397
2.0094025330794487,1.4934356259983896,0.5237558346045078,0.5549668874172186
1.8669193380757383,1.4718988091740388,0.5379222110067573,0.5602649006622517
1.7993807328374762,1.603651045489785,0.4792004410238426,0.5006622516556292
1.714982122622038,1.2797870872825976,0.5698789454998809,0.5867549668874172
1.6459158016505995,1.309103798866272,0.5660321682493785,0.5841059602649007
