train_loss,val_loss,val_f1,val_acc
3.202434375160619,2.6403054369995926,0.21000177875550027,0.2768211920529801
2.4111948806361148,2.016113140409356,0.38969335513511166,0.4251655629139073
2.0012982373488577,1.641622300337482,0.49720884042670915,0.5350993377483444
1.7583529635479576,1.6702398417011792,0.47009200708222787,0.4900662251655629
1.605919172387374,1.361670986863951,0.5530627686412841,0.5748344370860927
1.4931656184949373,1.247774243039011,0.6180514234363494,0.6304635761589404
1.394232510767485,1.103368261318333,0.657797275940621,0.6688741721854304
1.3252422995316355,1.0662195263319458,0.653431001206157,0.6622516556291391
1.2387171341243544,0.9844976062016771,0.6715822067321969,0.6900662251655629
1.168544014378598,0.9455715394967439,0.6920868563303029,0.7059602649006622
