train_loss,val_loss,val_f1,val_acc
3.263358907197651,2.6780836279029088,0.19475489813560934,0.2582781456953642
2.5398438022011205,2.167108733132975,0.3504114774104628,0.3841059602649007
2.1026004073494358,1.7313739816084603,0.4824732865546045,0.519205298013245
1.8655069958536248,1.5632330466579918,0.494686642886246,0.5337748344370861
1.7055010527058652,1.3735413976063002,0.5840447634188242,0.6066225165562914
1.5929749037090102,1.3097031821478282,0.5941750281745177,0.6119205298013245
1.4617887946179038,1.3031820440134465,0.5593141343141322,0.5867549668874172
1.4219766333228663,1.2409144177342093,0.6175103899254788,0.633112582781457
1.3486895694230732,1.1091446693369884,0.6455673514370937,0.6649006622516557
1.2839115516762984,1.0816801557477735,0.6501078314898671,0.6754966887417219
