train_loss,val_loss,val_f1,val_acc
3.17142468502647,2.5279146718663097,0.2465221604234425,0.2980132450331126
2.3628179454803466,1.8358942352383343,0.4327641144871737,0.4860927152317881
1.9936085379751105,1.6307878604787864,0.48485128527853893,0.5139072847682119
1.7684464196154945,1.4732888419107095,0.5020465577433374,0.5311258278145695
1.6763016808660407,1.4148912284547919,0.5550698020960622,0.5721854304635762
1.5300495770103053,1.2593526513371247,0.5810670535954685,0.6079470198675496
1.4145073880647359,1.2297432207903325,0.619402279652541,0.6317880794701987
1.342598507278844,1.0116833718407232,0.6940883933093096,0.704635761589404
1.26004909339704,0.9693600788811185,0.6796985497197069,0.7033112582781457
1.1720678736034194,1.1233723949912369,0.643192734147281,0.6596026490066225
